﻿﻿Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,﻿﻿﻿分类_en,功能_en,功能说明_en,参数名称_en,参数释义_en,参数类型_en,"默认
值_en","下
限_en","上
限_en",默认值_en
/move_base/goal_base/PADA/a,,,NUll,,PNC motion control,,,,,,PNC motion control,,,NUll,,int,0,,,
/move_base/goal_base/PADA/p10,,,NUll,,PNC motion control,,,,,,PNC motion control,,,NUll,,array,"[[-0.05, 0.05], [-0.05, -0.05], [0.185, 0.0]]",,,
/move_base/goal_base/PADA/p9,,,NUll,,PNC motion control,,,,,,PNC motion control,,,NUll,,array,"[[-0.05, 0.05], [-0.05, -0.05], [0.185, 0.0]]",,,
/move_base/goal_base/PS/a,,,NUll,,PNC motion control,,,,,,PNC motion control,,,NUll,,int,0,,,
/move_base/goal_base/PS/p14,,,NUll,,PNC motion control,,,,,,PNC motion control,,,NUll,,array,"[[-0.05, 0.05], [-0.05, -0.05], [0.185, 0.0]]",,,
/move_base/goal_base/PS/p15,,,NUll,,PNC motion control,,,,,,PNC motion control,,,NUll,,array,"[[-0.05, 0.05], [-0.05, -0.05], [0.185, 0.0]]",,,
/move_base/goal_base/PU/a,,,NUll,,PNC motion control,,,,,,PNC motion control,,,NUll,,int,0,,,
/move_base/goal_base/PU/p14,,,Circlecenter used when planning,,PNC motion control,,,,,,PNC motion control,,,Circlecenter used when planning,,array,"[[0.24, -0.05], [0.24, 0.05], [0.575, -0.05], [0.575, 0.05], [0.92, -0.05], [0.92, 0.05]]",,,
/move_base/goal_base/PU/p15,,,Circlecenter used for planning,,PNC motion control,,,,,,PNC motion control,,,Circlecenter used for planning,,array,"[[0.24, -0.05], [0.24, 0.05], [0.575, -0.05], [0.575, 0.05], [0.92, -0.05], [0.92, 0.05]]",,,
/strategy/chassis/enable_speed_filter,,,Smoothing speed,,PNC motion control,,,,,,PNC motion control,,,Smoothing speed,,bool,FALSE,,,
/strategy/chassis/low_angular_vel,,,Robot low-speed detection (angle),Used to distinguish between high and low speed modes of robots (angle),PNC motion control,,,,,,PNC motion control,,,Robot low-speed detection (angle),Used to distinguish between high and low speed modes of robots (angle),double,0.1,,,
/strategy/chassis/low_sum_angular_diff,,,The threshold value of the accumulation of low speed speed difference (angle),,PNC motion control,,,,,,PNC motion control,,,The threshold value of the accumulation of low speed speed difference (angle),,double,4.2,,,
/strategy/chassis/low_sum_vel_diff,,,The threshold value of the accumulated low speed speed difference (speed),,PNC motion control,,,,,,PNC motion control,,,The threshold value of the accumulated low speed speed difference (speed),,double,2.2,,,
/strategy/chassis/low_vel,,,Robot low-speed detection (speed),Used to distinguish between high and low speed modes of robots (speed),PNC motion control,,,,,,PNC motion control,,,Robot low-speed detection (speed),Used to distinguish between high and low speed modes of robots (speed),double,0.05,,,
/strategy/camera_anti_drop_enable,,,Enable camera drop-proof function,,传感器,Camera anti-fall,,,,,传感器,Camera anti-fall,,Enable camera drop-proof function,,bool,TRUE,,,
/strategy/scan_filters/glass_filter_status,,,Flat laser glass filter function switch,"Some models with flat lasers are drawn, and the filtering near the area is strengthened.",传感器,Flat laser filtering,,,,,传感器,Flat laser filtering,,Flat laser glass filter function switch,"Some models with flat lasers are drawn, and the filtering near the area is strengthened.",bool,FALSE,,,
/device/ultrasonic/ultrasonic1/mcu_access_precedence,,,超声1,The order in which the lower computer accesses this ultrasound,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,,,,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,超声1,The order in which the lower computer accesses this ultrasound,int,1,0,7,
/device/ultrasonic/ultrasonic0/mcu_access_precedence,,,超声0,The order in which the lower computer accesses this ultrasound,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,,,,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,超声0,The order in which the lower computer accesses this ultrasound,int,2,0,7,
/device/ultrasonic/ultrasonic2/mcu_access_precedence,,,超声2,The order in which the lower computer accesses this ultrasound,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,,,,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,超声2,The order in which the lower computer accesses this ultrasound,int,4,0,7,
/device/ultrasonic/ultrasonic3/mcu_access_precedence,,,超声3,The order in which the lower computer accesses this ultrasound,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,,,,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,超声3,The order in which the lower computer accesses this ultrasound,int,3,0,7,
/device/ultrasonic/ultrasonic4/mcu_access_precedence,,,超声4,The order in which the lower computer accesses this ultrasound,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,,,,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,超声4,The order in which the lower computer accesses this ultrasound,int,0,0,7,
/device/ultrasonic/ultrasonic5/mcu_access_precedence,,,超声5,The order in which the lower computer accesses this ultrasound,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,,,,Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,超声5,The order in which the lower computer accesses this ultrasound,int,5,0,7,
/device/ultrasonic/ultrasonic0/screened,,,Ultrasonic 0 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,Sensor-ultrasound,Ultrasonic shielding function switch,,,,,Sensor-ultrasound,Ultrasonic shielding function switch,,Ultrasonic 0 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,FALSE,,,
/device/ultrasonic/ultrasonic1/screened,,,Ultrasonic 1 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,Sensor-ultrasound,Ultrasonic shielding function switch,,,,,Sensor-ultrasound,Ultrasonic shielding function switch,,Ultrasonic 1 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,FALSE,,,
/device/ultrasonic/ultrasonic2/screened,,,Ultrasonic 2 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,Sensor-ultrasound,Ultrasonic shielding function switch,,,,,Sensor-ultrasound,Ultrasonic shielding function switch,,Ultrasonic 2 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,FALSE,,,
/device/ultrasonic/ultrasonic3/screened,,,Ultrasonic 3 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,Sensor-ultrasound,Ultrasonic shielding function switch,,,,,Sensor-ultrasound,Ultrasonic shielding function switch,,Ultrasonic 3 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,FALSE,,,
/device/ultrasonic/ultrasonic4/screened,,,Ultrasonic 4 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,Sensor-ultrasound,Ultrasonic shielding function switch,,,,,Sensor-ultrasound,Ultrasonic shielding function switch,,Ultrasonic 4 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,FALSE,,,
/device/ultrasonic/ultrasonic5/screened,,,Ultrasonic 5 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,Sensor-ultrasound,Ultrasonic shielding function switch,,,,,Sensor-ultrasound,Ultrasonic shielding function switch,,Ultrasonic 5 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,FALSE,,,
/strategy/realsense2/anti_drop_enable,,,NUll,,Sensor-Anti-collision,Sensor-camera,,,,,Sensor-Anti-collision,Sensor-camera,,NUll,,bool,,,,
/device/protector/protector_voltage_limit,,,Minimum effective voltage value mV for air pressure sensor,,Sensor-Anti-collision,Sensor-Anti-collision bar,,,,,Sensor-Anti-collision,Sensor-Anti-collision bar,,Minimum effective voltage value mV for air pressure sensor,,int,420,0,5000,
/device/protector/protector5/screened,,,防撞条5屏蔽,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",Sensor-Anti-collision,Sensor-Anti-collision bar,,,,,Sensor-Anti-collision,Sensor-Anti-collision bar,,防撞条5屏蔽,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,FALSE,,,
/device/protector/protector6/screened,,,Anti-collision bar 6 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",Sensor-Anti-collision,Sensor-Anti-collision bar,,,,,Sensor-Anti-collision,Sensor-Anti-collision bar,,Anti-collision bar 6 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,FALSE,,,
/device/protector/protector8/screened,,,Anti-collision bar 8 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",Sensor-Anti-collision,Sensor-Anti-collision bar,,,,,Sensor-Anti-collision,Sensor-Anti-collision bar,,Anti-collision bar 8 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,TRUE,,,
/device/protector/protector9/screened,,,Anti-collision bar 9 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",Sensor-Anti-collision,Sensor-Anti-collision bar,,,,,Sensor-Anti-collision,Sensor-Anti-collision bar,,Anti-collision bar 9 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,TRUE,,,
/device/scrubber/beneath_limit_switch_threshold_duration,,,Voltage abnormality (lower) duration,Voltage abnormality (lower) duration,Sensor - Negative Pressure Sensor,Negative pressure detection-,,,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,Voltage abnormality (lower) duration,Voltage abnormality (lower) duration,int,10,4,100,
/device/scrubber/enable_fnl_cali_param,,,Negative pressure detection whether the calibration parameter switch is used,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,Negative pressure detection whether the calibration parameter switch is used,,bool,TRUE,,,
/device/scrubber/enable_fnl_check,,,Enable negative pressure detection function,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,Enable negative pressure detection function,,bool,TRUE,,,
/device/scrubber/enable_neg_voltage_check,,,Enable negative pressure,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,Enable negative pressure,,bool,FALSE,,,
/device/scrubber/enable_voltage_checked_min_speed,,,Minimum speed for negative pressure detection,Negative pressure detection is performed when it is greater than this speed,Sensor - Negative Pressure Sensor,Negative pressure detection-,,,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,Minimum speed for negative pressure detection,Negative pressure detection is performed when it is greater than this speed,double,0,,,
/device/scrubber/enable_voltage_monitor,,,Negative pressure monitoring,Whether to enable negative pressure monitoring of equipment,Sensor - Negative Pressure Sensor,Negative pressure detection-,,,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,Negative pressure monitoring,Whether to enable negative pressure monitoring of equipment,bool,TRUE,,,
/device/scrubber/over_limit_switch_threshold_duration,,,Voltage abnormality (high) duration,Voltage abnormality (high) duration,Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: By detecting the negative air pressure of the water tank, we can determine whether the sewage suction pipe is blocked and whether it is leaking;",,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: By detecting the negative air pressure of the water tank, we can determine whether the sewage suction pipe is blocked and whether it is leaking;",Voltage abnormality (high) duration,Voltage abnormality (high) duration,int,10,4,100,
/device/scrubber/suction_pressure_beneath_limit_floating_ratio,,,Abnormal voltage (slightly low) floating ratio,Voltage abnormality (slightly low) floating ratio (0->100) unit %,Sensor - Negative Pressure Sensor,Negative pressure detection-,,,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,Abnormal voltage (slightly low) floating ratio,Voltage abnormality (slightly low) floating ratio (0->100) unit %,int,0,0,100,
/device/scrubber/suction_pressure_beneath_limit_voltage_setting,,,Low voltage alarm threshold,Low voltage alarm threshold,Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: By detecting the negative air pressure of the water tank, we can determine whether the sewage suction pipe is blocked and whether it is leaking;",,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: By detecting the negative air pressure of the water tank, we can determine whether the sewage suction pipe is blocked and whether it is leaking;",Low voltage alarm threshold,Low voltage alarm threshold,string,"""3.76,3.60,3.47,3.34,3.22,3.18,3.14""",,,
/device/scrubber/suction_pressure_limit_level_setting,Device,scrubber,Negative pressure: fan duty cycle,Negative pressure: fan duty cycle,Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# ""Negative Pressure Sensor (40/50)""",,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# ""Negative Pressure Sensor (40/50)""",Negative pressure: fan duty cycle,Negative pressure: fan duty cycle,string,"""40,50,60,70,80,90,100""",,,
/device/scrubber/suction_pressure_over_limit_voltage_setting,Device,scrubber,High voltage alarm threshold,The voltage is high when the suction fan is blocked,Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# ""Negative Pressure Sensor (40/50)""",,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# ""Negative Pressure Sensor (40/50)""",High voltage alarm threshold,The voltage is high when the suction fan is blocked,string,"""4.08,4.00,3.95,3.90,3.86,3.90,3.94""",,,
/device/scrubber/voltage_checked_rest_duration,,,Negative pressure detection rest time,"As long as the level of the suction air changes, the detection of negative pressure will be rested for 30 seconds.",Sensor - Negative Pressure Sensor,Negative pressure detection-,,,,,Sensor - Negative Pressure Sensor,Negative pressure detection-,,Negative pressure detection rest time,"As long as the level of the suction air changes, the detection of negative pressure will be rested for 30 seconds.",double,30,,,
/strategy/laser_filter/safe_area_filter/length_0,,,Laser safety area 0,,Sensor-Laser,Laser safety area,,,,,Sensor-Laser,Laser safety area,,Laser safety area 0,,double,1.5,0,10,
/strategy/laser_filter/safe_area_filter/length_1,,,Laser safety area 1,,Sensor-Laser,Laser safety area,,,,,Sensor-Laser,Laser safety area,,Laser safety area 1,,double,2.5,0,10,
/strategy/laser_filter/safe_area_filter/width_0,,,Laser safety area width 0,,Sensor-Laser,Laser safety area,,,,,Sensor-Laser,Laser safety area,,Laser safety area width 0,,double,1.2,0,10,
/strategy/laser_filter/safe_area_filter/width_1,,,Laser safety area 1 width,,Sensor-Laser,Laser safety area,,,,,Sensor-Laser,Laser safety area,,Laser safety area 1 width,,double,2.7,0,10,
/device/anti_drop/anti_drop0/distance_threshold,,,NUll,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,NUll,,double,0.8,0,2,
/device/anti_drop/anti_drop0/screened,,,Anti-fall 0 switch,Green:Shield; Gray:Enable,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,Anti-fall 0 switch,Green:Shield; Gray:Enable,bool,TRUE,,,
/device/anti_drop/anti_drop1/distance_threshold,,,NUll,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,NUll,,double,0.8,0,2,
/device/anti_drop/anti_drop1/screened,,,Anti-fall 1 switch,Green:Shield; Gray:Enable,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,Anti-fall 1 switch,Green:Shield; Gray:Enable,bool,TRUE,,,
/device/anti_drop/anti_drop2/distance_threshold,,,NUll,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,NUll,,double,0.8,0,2,
/device/anti_drop/anti_drop2/screened,,,Anti-fall 2 switch,Green:Shield; Gray:Enable,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,Anti-fall 2 switch,Green:Shield; Gray:Enable,bool,TRUE,,,
/device/anti_drop/anti_drop3/distance_threshold,,,NUll,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,NUll,,double,0.8,0,2,
/device/anti_drop/anti_drop3/screened,,,Anti-fall 3 switch,Green:Shield; Gray:Enable,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,Anti-fall 3 switch,Green:Shield; Gray:Enable,bool,TRUE,,,
/device/protector/protector4/screened,,,Anti-collision bar 4 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,Anti-collision bar 4 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,FALSE,,,
/device/protector/protector7/screened,,,Anti-collision bar 7 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,,,,Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,Anti-collision bar 7 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,FALSE,,,
/strategy/realsense2/anti_drop_effect_enable,,,Squinting anti-fall function effective switch (whether it is braked or marked after triggering the anti-fall),,Sensor-camera,Descending area,,,,,Sensor-camera,Descending area,,Squinting anti-fall function effective switch (whether it is braked or marked after triggering the anti-fall),,bool,,,,
/strategy/realsense2/anti_drop_image_boundary_deficiency_detect,,,Whether to detect drops through the depth map missing,"(It may be effective in some sr300 failure environments, the disadvantage is that this method may be easily triggered by mistake)",Sensor-camera,Descending area,,,,,Sensor-camera,Descending area,,Whether to detect drops through the depth map missing,"(It may be effective in some sr300 failure environments, the disadvantage is that this method may be easily triggered by mistake)",bool,,,,
/device/scrubber/exist_low_low_level_sensor,,,Is there a low level sensor?,,Sensor - Level Sensor,Sensor - Level Sensor,,,,,Sensor - Level Sensor,Sensor - Level Sensor,,Is there a low level sensor?,,bool,TRUE,,,
/strategy/chassis/imu/roll_alarm_enable,,,NUll,,Sensor-IMU,IMU-Robot tilt detection,"Function description: First of all, make sure that the installation direction of the lower computer is correct, that is, when the front of the machine is raised, the imu pitch value is in the raised state. Turn on the detection strategy switch on the app: /strategy/chassis/imu/roll_alarm_enable No shutdown and restart is required. The alarm trigger threshold can be modified on the app /strategy/chassis/imu/roll_alarm_threshold The roll angle of the alarm trigger /strategy/chassis/imu/pitch_alarm_threshold The pitch angle of the alarm trigger is required to shut down and restart after modification.",,,,Sensor-IMU,IMU-Robot tilt detection,"Function description: First of all, make sure that the installation direction of the lower computer is correct, that is, when the front of the machine is raised, the imu pitch value is in the raised state. Turn on the detection strategy switch on the app: /strategy/chassis/imu/roll_alarm_enable No shutdown and restart is required. The alarm trigger threshold can be modified on the app /strategy/chassis/imu/roll_alarm_threshold The roll angle of the alarm trigger /strategy/chassis/imu/pitch_alarm_threshold The pitch angle of the alarm trigger is required to shut down and restart after modification.",NUll,,bool,TRUE,,,
/move_base/global_costmap/not_decrease,,,costmap permanent mark switch,true to open the permanent marker false means close,地图,Obstacle marking,,,,,地图,Obstacle marking,,costmap permanent mark switch,true to open the permanent marker false means close,bool,TRUE,,,
/strategy/coamap_2d/inscribed_radius,,,Expanded incision radius,,地图,Expansion distance,,,,,地图,Expansion distance,,Expanded incision radius,,double,0.351,,,
/device/battery/use_real_electricity,Chassis,battery,Use real power,Battery charge with battery feedback Green: Use real charge; Gray: Don't use real charge,Battery power supply category,Virtual power and real power,Use battery feedback information,,,,Battery power supply category,Virtual power and real power,Use battery feedback information,Use real power,Battery charge with battery feedback Green: Use real charge; Gray: Don't use real charge,bool,TRUE,,,
/device/battery/use_voltage_level,Chassis,battery,Use analog power,Fake power (calculated based on voltage) Green: Use analog power; gray: Don't use analog power,Battery power supply category,Virtual power and real power,Calculate the battery power based on the detected battery voltage;,,,,Battery power supply category,Virtual power and real power,Calculate the battery power based on the detected battery voltage;,Use analog power,Fake power (calculated based on voltage) Green: Use analog power; gray: Don't use analog power,bool,FALSE,,,
/device/battery/voltage_level,Chassis,battery,Correlationship between analog power and battery voltage,Calculate the analog power based on the battery voltage.,Battery power supply category,Virtual power and real power,Calculate the battery power based on the detected battery voltage;,,,,Battery power supply category,Virtual power and real power,Calculate the battery power based on the detected battery voltage;,Correlationship between analog power and battery voltage,Calculate the analog power based on the battery voltage.,string,"""23.0,23.3,23.6,23.9,24.2,24.5,24.8,25.1,25.4,25.7,26.0""",,,
/strategy/chassis/overcurrent_protect/enable_battery_disconnection_relay_off,,,Battery communication after disconnection,,Battery power supply category,Power supply-overcurrent protection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# ""S-line overcurrent protection development document"" https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# ""M-line-overcurrent protection development document""",,,,Battery power supply category,Power supply-overcurrent protection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# ""S-line overcurrent protection development document"" https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# ""M-line-overcurrent protection development document""",Battery communication after disconnection,,bool,TRUE,,,
/strategy/chassis/overcurrent_protect/enable_current_monitor,,,Turn on the current monitoring function switch of the whole machine,,Battery power supply category,Power supply-overcurrent protection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# ""S-line overcurrent protection development document"" https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# ""M-line-overcurrent protection development document""",,,,Battery power supply category,Power supply-overcurrent protection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# ""S-line overcurrent protection development document"" https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# ""M-line-overcurrent protection development document""",Turn on the current monitoring function switch of the whole machine,,bool,TRUE,,,
/strategy/chassis/overcurrent_protect/enable_overheating_relay_off,,,Disconnect the relay after the air suction motor is overtempered,,Battery power supply category,Power supply-overcurrent protection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# ""S-line overcurrent protection development document"" https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# ""M-line-overcurrent protection development document""",,,,Battery power supply category,Power supply-overcurrent protection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# ""S-line overcurrent protection development document"" https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# ""M-line-overcurrent protection development document""",Disconnect the relay after the air suction motor is overtempered,,bool,TRUE,,,
/strategy/chassis/overcurrent_protect/vacuum_motor_speed_threshold,,,Wind suction motor speed threshold,,Battery power supply category,Power supply-overcurrent protection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# ""S-line overcurrent protection development document"" https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# ""M-line-overcurrent protection development document""",,,,Battery power supply category,Power supply-overcurrent protection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# ""S-line overcurrent protection development document"" https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# ""M-line-overcurrent protection development document""",Wind suction motor speed threshold,,int,50000,45000,500000,
/strategy/gs_power_protect/danger_power_percent,,,Prompt automatic shutdown power threshold,Low with this threshold: Tips,Battery power supply category,Power supply-low power shutdown protection,"Function description: When the gs_power_protect/valid parameter is turned on, when the power is lower than dangerous_power_percent, the robot determines whether it is in a safe area. If it is triggered and shuts down; if it is not returned to the safe area; when the power is lower than shut_power_percent, it will directly contact and shut down; https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4",,,,Battery power supply category,Power supply-low power shutdown protection,"Function description: When the gs_power_protect/valid parameter is turned on, when the power is lower than dangerous_power_percent, the robot determines whether it is in a safe area. If it is triggered and shuts down; if it is not returned to the safe area; when the power is lower than shut_power_percent, it will directly contact and shut down; https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4",Prompt automatic shutdown power threshold,Low with this threshold: Tips,int,5,5,9,
/strategy/gs_power_protect/shut_power_percent,,,Automatic shutdown power threshold,Low and this threshold: Trigger the automatic shutdown function,Battery power supply category,Power supply-low power shutdown protection,"Function description: When the gs_power_protect/valid parameter is turned on, when the power is lower than dangerous_power_percent, the robot determines whether it is in a safe area. If it is triggered and shuts down; if it is not returned to the safe area; when the power is lower than shut_power_percent, it will directly contact and shut down; https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4",,,,Battery power supply category,Power supply-low power shutdown protection,"Function description: When the gs_power_protect/valid parameter is turned on, when the power is lower than dangerous_power_percent, the robot determines whether it is in a safe area. If it is triggered and shuts down; if it is not returned to the safe area; when the power is lower than shut_power_percent, it will directly contact and shut down; https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4",Automatic shutdown power threshold,Low and this threshold: Trigger the automatic shutdown function,int,2,1,3,
/strategy/gs_power_protect/valid,Console,gs_power_protect,Low power automatic shutdown function switch,Turn on: Use the automatic shutdown function with low power,Battery power supply category,Power supply-low power shutdown protection,"Function description: When the gs_power_protect/valid parameter is turned on, when the power is lower than dangerous_power_percent, the robot determines whether it is in a safe area. If it is triggered and shuts down; if it is not returned to the safe area; when the power is lower than shut_power_percent, it will directly contact and shut down; https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4",,,,Battery power supply category,Power supply-low power shutdown protection,"Function description: When the gs_power_protect/valid parameter is turned on, when the power is lower than dangerous_power_percent, the robot determines whether it is in a safe area. If it is triggered and shuts down; if it is not returned to the safe area; when the power is lower than shut_power_percent, it will directly contact and shut down; https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4",Low power automatic shutdown function switch,Turn on: Use the automatic shutdown function with low power,bool,FALSE,,,
/strategy/chassis/virtual_battery/battery_volume,,,NUll,,Battery power supply category,Battery-Virtual Power,,,,,Battery power supply category,Battery-Virtual Power,,NUll,,double,60,,,
/strategy/chassis/virtual_battery/driver_to_battery_voltage_compensate,,,NUll,,Battery power supply category,Battery-Virtual Power,,,,,Battery power supply category,Battery-Virtual Power,,NUll,,double,-0.381175,,,
/strategy/chassis/virtual_battery/driver_to_battery_voltage_compensate_when_charging,,,NUll,,Battery power supply category,Battery-Virtual Power,,,,,Battery power supply category,Battery-Virtual Power,,NUll,,double,-0.796869,,,
/strategy/chassis/virtual_battery/use_virtual_battery,,,NUll,,Battery power supply category,Battery-Virtual Power,,,,,Battery power supply category,Battery-Virtual Power,,NUll,,bool,FALSE,,,
/device/charger/enable_manual_charger_check,,,Enable manual charging detection function,,Battery power supply category,Battery - Manual charging,,,,,Battery power supply category,Battery - Manual charging,,Enable manual charging detection function,,bool,TRUE,,,
/device/charger/manual_charger_check_off_relay_time_thr,,,NUll,,Battery power supply category,Battery - Manual charging,,,,,Battery power supply category,Battery - Manual charging,,NUll,,double,10,,,
/device/charger/manual_charger_check_time_thr,,,NUll,,Battery power supply category,Battery - Manual charging,,,,,Battery power supply category,Battery - Manual charging,,NUll,,double,7,,,
