﻿分类,功能,功能说明,参数名称,参数中文名称,参数释义,类型,"下
限","上
限","默认
值","参数
单位",备注
Equipment control-water jet motor,Regularly spray large amount of water to clean the outlet,"Function description: https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# ""50/S large-scale water flushing pipeline demand"" https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# ""M-line-intermittent water spray, infiltration, regular flushing spout logic""",/device/scrubber/flush_with_high_water_flow_distance,Large water spray distance,,double,0,100,6,,
Equipment control-water jet motor,Regularly spray large amount of water to clean the outlet,"Function description: https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# ""50/S large-scale water flushing pipeline demand"" https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# ""M-line-intermittent water spray, infiltration, regular flushing spout logic""",/device/scrubber/flush_with_high_water_flow_duration,The length of time for large amounts of water spray,,double,30,120,60,,
Equipment control-water jet motor,Regularly spray large amount of water to clean the outlet,"Function description: https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# ""50/S large-scale water flushing pipeline demand"" https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# ""M-line-intermittent water spray, infiltration, regular flushing spout logic""",/device/scrubber/flush_with_high_water_flow_interval,The interval between large amounts of water spray,,double,3600,36000,7200,,
Equipment control-filter motor,,Turn on: The filter motor will work normally;,/device/scrubber/enable_filter,Enable the filter motor,true: Can be enabled false: Cannot be enabled,bool,,,TRUE,,
Equipment control-rolling brush motor,Equipment control-drying (rolling brush self-cleaning),,/device/scrubber/dry_spin_speed_brush_after,Rolling speed value after water swiping,Rolling speed value after water swiping,int,0,100,20,,
Equipment control-rolling brush motor,Equipment control-drying (rolling brush self-cleaning),,/device/scrubber/dry_spin_speed_brush_front,Rolling speed value before rolling,Rolling speed value before rolling,int,0,100,36,,
Equipment control-rolling brush motor,Equipment control-drying (rolling brush self-cleaning),,/device/scrubber/rolling_brush_spin_dry_time,Rolling brush drying time,Rolling brush drying time,double,0,3600,60,,
Equipment control-rolling brush motor,Roll brush and dry,,/device/scrubber/enable_spin_dry_water,Rolling brush drying function switch,,bool,,,FALSE,,
Equipment control-rolling brush motor,Rolling brush type detection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/ec807m?singleDoc# ""S-line-rolling brush type, life, in-place detection requirements""",/device/scrubber/enable_read_rfid,rfid detection switch,,bool,,,FALSE,,
Equipment control-rolling brush motor,Roller brush height adaptive,Function description: https://gaussian.yuque.com/vhfwq2/ght2yy/upccut?,/device/scrubber/enable_rolling_brush_self_adaption,Roller brush adaptive switch,Enable rolling brush adaptive,bool,,,TRUE,,
Equipment control-rolling brush motor,,,/device/scrubber/double_rolling_brush_type,Double roll brush type,"Double rolling brush type 0: Double rolling brush, 1: Rolling brush + cloth brush",int,,,0,,
Equipment control-rolling brush motor,,,/device/scrubber/keep_rotating_brush_time,NUll,,double,,,10,,
Equipment control-rolling brush motor,,,/device/scrubber/read_rfid_time,Read RFID time,,double,0,10,3,,
Equipment control-rolling brush motor,,,/device/scrubber/rolling_brush_after_spin_level_setting,Rear rolling brush speed level setting,Rear rolling brush speed level setting,string,,,"""60,80,100""",,
Equipment control-rolling brush motor,,,/device/scrubber/rolling_brush_front_spin_level_setting,Front rolling brush speed level setting,Front rolling brush speed level setting,string,,,"""60,80,100""",,
Equipment control-rolling brush motor,,,/device/scrubber/rolling_brush_motor_after,Rear rolling speed value,,int,0,100,10,,
Equipment control-rolling brush motor,,,/device/scrubber/rolling_brush_motor_front,Front rolling brush speed value,,int,0,100,10,,
Equipment control-rolling brush motor,,,/device/scrubber/rolling_brush_pressure_level,NUll,,int,20,60,,,
Equipment control-rolling brush motor,,,/device/scrubber/rolling_brush_pressure_level_setting,Roller brush pressure level settings,Roller brush pressure level setting (current value),string,,,"""30,40,50""",,
Equipment control-rolling brush,Roller brush in-position detection,https://gaussian.yuque.com/od6ghz/no74yv/xgyzeu55lp2p56tb?singleDoc# 《S-滚刷在位检测》,/device/scrubber/crash_door_open_time,Time between opening of anti-collision doors,"After the anti-collision door is opened, the anti-collision door is closed and the detection is immediately triggered.",double,1,30,3,,
Equipment control-dust push,Enable rolling dust push,,/device/scrubber/enable_dust_push,Dust push switch,Enable Dust Push,bool,,,FALSE,,
Equipment control-dust push,Equipment control-dust push self-cleaning,,/device/scrubber/dust_push_clean_max_idle_duration,Dust push to clean your free time,Dust push to clean your free time,double,0,86400,1200,,
Equipment control-dust push,Equipment control-dust push self-cleaning,,/device/scrubber/dust_push_clean_max_work_duration,Dust push self-cleaning work time,Dust push self-cleaning work time,double,1,86400,60,,
Equipment control-dust push,Equipment control-dust push self-cleaning,,/device/scrubber/dust_push_clean_spin_level_setting,Dust push self-cleaning rotation level setting,Dust push self-cleaning rotation level setting,string,,,"""20,60,100""",,
Equipment control-side brush motor,Side brush speed level,,/device/scrubber/side_brush_spin_level_setting,Side brush speed level setting,Side brush rotation level setting,string,,,"""40,60,80""",,
Equipment inspection,Pedal in-position detection,,/device/scrubber/enable_seat_switch,Enable pedal detection function,true: detect the pedal lift and lower; false: detect the pedal lift and lower;,bool,,,TRUE,,
Equipment inspection,Is there a water tank,,/device/scrubber/pure_water_tank,Pure water tank in place,Does the equipment have a pure water tank,bool,,,TRUE,,
Equipment inspection,Device self-test function,https://gaussian.yuque.com/od6ghz/no74yv/xgyzeu55lp2p56tb?singleDoc# 《S-滚刷在位检测》关闭：任务自检时，不会检测尘盒、HEPA等是否在位；打开：,/device/scrubber/enable_get_device_limits,Device self-test function switch,"1. Adjust the original negative pressure data check part. When the negative pressure value is abnormal, it is necessary to continue to monitor the speed of the air suction motor in the vacuum cleaner task mode; 2. Negative pressure blockage detection and air suction motor speed detection are independent. Both data need to be continuously monitored in the vacuum cleaner mode, and both alarms must be issued when abnormal; 3. Alarm issuance and clearing part: a. Perceive the alarms of 10184 and 10185, and the checker converts them according to the advanced parameters /device/scrubber/enable_fnl_influence_task (default false) (false means H1 alarm, true means H4 alarm) b. Alarm clearing is also based on the 10184 and 10185 alarms;",bool,,,TRUE,,
Equipment inspection,Equipment status detection,,/strategy/console/check_device_time,Equipment detection time,"The original /strategy/console/check_device_time is divided into three: control the filtering time of clean water, sewage and electricity of the upper computer respectively.",int,0,3600,5,,
Equipment inspection,Equipment status detection,,/strategy/console/clean_water_empty_filter_time,Clean water tank water filtration time,"After the clean water tank reaches 0% and continues/clean_water_empty_filter_time, the newspaper clean water tank is empty;",int,0,3600,10,,
Equipment inspection,Equipment status detection,,/strategy/console/dirty_water_full_filter_time,Sewage tank full filtration time,"After the sewage tank reaches 100% and continues to dirty_water_full_filter_time, the newspaper water tank is empty;",int,0,3600,10,,
Equipment inspection,Equipment work restrictions,"Function description: There are restrictions on the work between devices, such as: the brush disk is not put down, and the brush disk does not rotate;",/device/scrubber/enable_device_limit,Enable device limiting function,Equipment limit switch,bool,,,TRUE,,
Equipment inspection,Side brush in-position detection,,/device/scrubber/enable_detect_side_brush_installation,Side brush in-position detection function switch,,bool,,,TRUE,,
Scan the picture/positioning/preliminary,Preliminary turn,,/strategy/console/initialize_with_circle,Initialization of circles,,bool,,,TRUE,,
Scan the picture/positioning/preliminary,Hide point selection function,Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/ky9rr0bvghbcku6p,/strategy/console/disable_select_point_init,Hide point selection function switch,,bool,,,FALSE,,
Scan the picture/positioning/preliminary,Hide point selection function,,/strategy/console/disable_select_point_init_new,Hide point selection function switch,,bool,,,FALSE,,
Scan the picture/positioning/preliminary,Explore the map creation function,,/strategy/console/scan_map_task,Gao Xianzhizhi explores the function switch for mapping construction,true means to open the exploration map creation function false means to close the exploration map creation function,bool,,,FALSE,,
Scan the picture/positioning/preliminary,Preliminary boot,,/strategy/console/auto_initialize,Automatic initialization after startup,,bool,,,TRUE,,
Scan the picture/positioning/preliminary,,,/gaussian_mapping_v5/LOCALIZATION/POSE_GRAPH/max_bnb_search_window_reduce_linear_rate,Search window expansion rate,"When the positioning status is better, reduce the matching search range to avoid no match for the market scenic shelves",double,,,,,
Scan the picture/positioning/preliminary,,,/gaussian_mapping_v5/LOCALIZATION/POSE_GRAPH/multi_hypothesis_constraint_options/trajectory_candidate_options/evaluate_method,Multi-assumption evaluation method during positioning,Evaluation method to avoid wrong positioning thrust when positioning,string,,,,,
Scan the picture/positioning/preliminary,,,/gaussian_mapping_v5/LOCALIZATION/TRAJECTORY_BUILDER_2D/pure_localization_trimmer/save_submap_sline,Map automatic update function switch,,bool,,,,,
Scan the picture/positioning/preliminary,,,/gaussian_mapping_v5/MAPPING/POSE_GRAPH/constraint_builder/fast_correlative_scan_matcher/max_shortest_path_value,The maximum threshold for the shortest path from the current node to the submap,"When scanning the map, the maximum threshold value for the built map range is searched",double,,,,,
Scan the picture/positioning/preliminary,,,/gaussian_mapping_v5/MAPPING/POSE_GRAPH/multi_hypothesis_constraint_options/enable,Whether to enable multi-assumption evaluation when scanning the picture,"More assumptions are needed when scanning the picture, so as to reduce the wrong positioning jump caused by mistaken shelves when scanning the picture.",bool,,,,,
Scan the picture/positioning/preliminary,,,/strategy/localization/latent_obstacle/rgbd_topics/pointcloud1,NUll,,bool,,,,,
Daily Denmark Test,Daily Denmark Test,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/lua4l34bpoi20kvo?singleDoc# ""Machine Daily Sin Reminder""",/strategy/console/daily_clean_clear_warning_source,NUll,,int,0,2,0,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_L0,NUll,,int,1,7200,720,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_L2,NUll,,int,1,7200,1200,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_remind_level,NUll,,int,0,2,1,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_trigger_40_dust_pkg_cd,NUll,,int,1,100,10,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_trigger_40_hepa_cd,NUll,,int,1,100,10,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_trigger_maintain_cd,NUll,,int,1,100,30,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_trigger_s_dust_box_cd,NUll,,int,1,100,10,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_trigger_s_dust_pkg_cd,NUll,,int,1,100,10,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_trigger_s_rolling_brush_cd,NUll,,int,1,100,10,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_trigger_s_side_brush_cd,NUll,,int,1,100,10,,
Daily Denmark Test,Daily Denmark Test,,/strategy/console/daily_clean_trigger_s_water_tank_cd,NUll,,int,1,100,10,,
任务类,Automatic restart recovery task,,/strategy/console/reboot/auto_recovery_duration,The duration of automatic recovery task timeout,,int,0,86400,,,
任务类,Automatic restart recovery task,,/strategy/console/reboot/checker_reboot_enable,NUll,,bool,,,,,
任务类,Automatic restart recovery task,,/strategy/console/reboot/checker_reboot_interval,"Since the last time the active restart was successfully triggered, the active restart will no longer be triggered within T time.",,int,0,864000,,,
任务类,Automatic restart recovery task,,/strategy/console/reboot/no_recovery_duration,"Since the last time I was alive to the next startup time correlation exceeded T, the task/navigation will no longer be restored.",,int,0,86400,,,
任务类,Automatic restart recovery task,,/strategy/console/reboot/no_recovery_interval,"Continuous abnormal restarts within the T interval, tasks/navigation will no longer be restored.",,int,0,86400,,,
任务类,Automatic recovery task after rest,,/strategy/console/auto_resume_task_sleep_mode_end,Automatically resume tasks after sleep mode,,bool,,,FALSE,,
任务类,Uncleaned area,,/strategy/console/auto_abandon_uncovered_area,Automatically give up uncleaned areas after the task is completed,,bool,,,TRUE,,
任务类,Uncleaned area,,/strategy/console/unfilled_path_switch,Automatically generate unswept,,bool,,,TRUE,,
任务类,Manual movement of short distances when locking the screen during task,,/strategy/console/enable_short_distance_move,Short-range movement function switch when locking the screen;,,bool,,,TRUE,,
任务类,Manual movement of short distances when locking the screen during task,,/strategy/console/short_distance_move_length,The maximum distance of movement when locking the screen;,,int,1,15,5,,
任务类,Automatically send task report after task,,/strategy/console/auto_send_task_report,Automatically send task reports after the task is over,,bool,,,TRUE,,
任务类,Coverage job preference types,,/feature/software/enable_coverage_mode,Override job preference function switch,,bool,,,TRUE,,
任务类,Coverage job preference types,https://gaussian.yuque.com/crncal/zcbh0x/ig4t2yebrqw22k54?singleDoc#,/strategy/console/default_coverage_mode,Coverage job preference types,standard standard efficiency maximum efficiency coverage maximum coverage,string,,,"""standard""",,
任务类,Query the current cleaning efficiency model,,/strategy/gs_parameter/last_cleaning_efficiency_mode,Query the current cleaning efficiency model,"Record the last mode, advanced parameters /strategy/gs_parameter/last_cleaning_efficiency_mode, if not, use standard",string,,,"""standard""",,
任务类,,,/strategy/console/enable_navigation_between_loop_tasks,"Cycling task interval, whether to enable navigation to the workstation (this function is not enabled yet)",,int,,,0,,
任务类,,,/strategy/console/task_warning_complete_rate,Task warning completion rate,,int,,,2,,
任务类,,,/strategy/console/task_warning_time_interval_1,"Task warning time interval 1 (task pause, alarm without operation for a long time)",,int,,,1440,,
任务类,,,/strategy/console/task_warning_time_interval_2,"Task warning time interval 2 (task runs, no operation alarm for a long time)",,int,,,20,,
Cleaning equipment control,Whether to lift the equipment in the subtask,"On: Maintain the cleaning mode of the previous subtask between subtasks; Off: Stop cleaning between subtasks, and the end point of the previous subtask will stop washing in advance;",/strategy/device_controller/is_on_device_during_tasks,Navigation device switch between subtasks,true: Turn on the device when navigation between subtasks,bool,,,FALSE,,
Cleaning equipment control,In-place turn to enhance air suction,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/yhhxa3?singleDoc# ""S-Enhanced Air Suction Strategy""",/device/scrubber/angle_for_enhance_fan_level,Enhanced suction angular velocity threshold when turning in place,,double,,,0.05,,
Cleaning equipment control,In-place turn to enhance air suction,,/device/scrubber/fan_level_while_rotating,Enhanced suction during turns,,int,,,80,,
Cleaning equipment control,In-place turn to enhance air suction,,/device/scrubber/linear_speed_for_enhance_fan_level,Turning in place to enhance the linear speed of air suction,,double,,,0.1,,
Cleaning equipment control,Residual water treatment (manual),,/device/scrubber/manual_process_water_distance,Manual mode residual water treatment distance,,double,,,12,米,
Cleaning equipment control,Residual water treatment (manual),,/device/scrubber/manual_process_water_time,Manual mode residual water treatment time,,double,,,60,秒,
Cleaning equipment control,Remaining water treatment,"Online version: AIO1.3 Function Description: When the robot cleaning module is operating, after triggering navigation or the task is over, the water will be stopped immediately after triggering the residual water treatment function, and then go to the process_remaining_water_distance and then lift the squeegee and stop the air suction;",/device/scrubber/process_remaining_water_distance,The required distance for normal water-existing tasks to complete residual water treatment (AIO1.3-AIO1.4 is useless),,double,0,100000,12,米,
Cleaning equipment control,Priority navigation and water collection,"Online version: AIO1.4 Description Description: Open: Priority navigation to collect water; (Water collection during the process of navigating to a certain point); Close: Priority collection of water in the area; (After the task is over, plan extra paths in the area to collect water)",/device/scrubber/enable_navi_priority_water_collection,Priority navigation water collection switch,,bool,,,,,
Cleaning equipment control,Delayed suction (new),"Online version: Unknown offline version: Function description: When the robot ""cleaning"" mode operation is stopped, delay keep_suction_new and then lift the squeegee_suction_new and then delay keep_squeegee_suction_new to stop the air suction; Application scenario: ""After the residual water treatment function is over"","","","","",,",/device/scrubber/keep_squeegee_suction_new,Delayed lifting of squeegee time T1 second,,double,0,120,10,秒,
Cleaning equipment control,Delayed suction (new),,/device/scrubber/keep_suction_new,Delay off suction time T2 seconds (T1 second and then T2 seconds),,double,0,120,5,秒,
Cleaning equipment control,Delayed air suction (old),"Function description: When the robot's manual operation is completed, the robot will delay keep_squeegee_suction to lift the squeegee_suction in seconds, delay keep_squeegee_suction+/keep_suction to turn off the suction;",/device/scrubber/keep_squeegee_suction,Squeegee lift delay time,"Delay lifting squeegee time, T1, unit: seconds",double,0,120,10,秒,
Cleaning equipment control,Delayed air suction (old),"Online version: Unknown offline version: Function description: When the robot ""cleaning"" mode job stops, delay keep_suction and then lift the squeegee_suction, and delay keep_squeegee_suction to stop the suction; Application scenario: ""When pausing or ending the cleaning task"","" ending the manual job",/device/scrubber/keep_suction,Suction delay shutdown time,"Delay off suction additional time, T2, unit: seconds",double,0,120,5,秒,
Cleaning equipment control,Delayed stop washing,"Online version: Unknown Offline version: AIO1.5 (replaced by the ""residual water treatment"" function) Function description: When the robot is operating in ""cleaning"" mode, when the navigation to a certain point (maintenance point, charging point, work site) due to supply or alarm trigger, the robot will delay the post_stop_water_distance to shut down the water, delay the post_uplift_brush_distance to lift the brush disk, delay the post_uplift_squeegee_distance to lift the squeegee_distance to stop the air suction;",/strategy/device_controller/post_stop_water_distance,Delayed water shutdown distance,Delayed water shutdown distance,double,,,0,米,
Cleaning equipment control,Delayed stop washing,"Online version: Unknown Offline version: AIO1.5 (replaced by the ""residual water treatment"" function) Function description: When the robot is operating in ""cleaning"" mode, when the navigation to a certain point (maintenance point, charging point, work site) due to supply or alarm trigger, the robot will delay the post_stop_water_distance to shut down the water, delay the post_uplift_brush_distance to lift the brush disk, delay the post_uplift_squeegee_distance to lift the squeegee_distance to stop the air suction;",/strategy/device_controller/post_uplift_brush_distance,Delay the distance to lift the brush,Delayed brushing distance,double,,,1,米,
Cleaning equipment control,Delayed stop washing,"Online version: Unknown Offline version: AIO1.5 (replaced by the ""residual water treatment"" function) Function description: When the robot is operating in ""cleaning"" mode, when the navigation to a certain point (maintenance point, charging point, work site) due to supply or alarm trigger, the robot will delay the post_stop_water_distance to shut down the water, delay the post_uplift_brush_distance to lift the brush disk, delay the post_uplift_squeegee_distance to lift the squeegee_distance to stop the air suction;",/strategy/device_controller/post_uplift_squeegee_distance,Delayed lifting of squeegee distance,Delayed lifting of squeegee distance,double,,,10000,米,
Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",/strategy/device_controller/is_fixed_water_distance,Fixed water shutdown distance switch,true: Use fixed water shutdown distance (stop_water_distance),bool,,,TRUE,,
Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",/strategy/device_controller/lift_brush_distance,Raise the distance to brush in advance,The distance to lift the brushing plate in advance,double,0.5,20,5,米,
Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",/strategy/device_controller/lift_squeegee_distance,The distance to lift the squeegee in advance,Raise the squeegee in advance,double,,,0.3,米,
Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",/strategy/device_controller/max_stop_water_distance,Maximum water shutdown distance,Maximum water shutdown distance,double,,,5,米,
Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",/strategy/device_controller/min_stop_water_distance,Minimum water shutdown distance,Minimum water shutdown distance,double,,,2,米,
Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",/strategy/device_controller/stop_water_distance,Fixed water shutdown distance,Fixed water shutdown distance,double,0.5,30,12,米,
Cleaning equipment control,Equipment delayed stop,"○ During manual operation, when the robot speed is 0 (both linear and angular velocity are 0), the equipment delay stop process is started; ○ When the robot is in the process of delay stopping the equipment, if the robot's linear velocity is detected to be greater than 0.1m/s (forward speed) or the absolute value of the angular velocity is greater than 0.2rad/s, the delayed equipment process is interrupted and the equipment level of normal operation is restored;",/device/scrubber/delay_pasue_manual_cleaning_time1,"During manual operation, machine stationary delayed equipment shutdown time 1",,double,,,5,秒,
Cleaning equipment control,Equipment delayed stop,"○ During manual operation, when the robot speed is 0 (both linear and angular velocity are 0), the equipment delay stop process is started; ○ When the robot is in the process of delay stopping the equipment, if the robot's linear velocity is detected to be greater than 0.1m/s (forward speed) or the absolute value of the angular velocity is greater than 0.2rad/s, the delayed equipment process is interrupted and the equipment level of normal operation is restored;",/device/scrubber/delay_pasue_manual_cleaning_time2,"During manual operation, machine stationary delayed equipment shutdown time 2",,double,,,3,秒,
Cleaning equipment control,Equipment delayed stop,"○ During manual operation, when the robot speed is 0 (both linear and angular velocity are 0), the equipment delay stop process is started; ○ When the robot is in the process of delay stopping the equipment, if the robot's linear velocity is detected to be greater than 0.1m/s (forward speed) or the absolute value of the angular velocity is greater than 0.2rad/s, the delayed equipment process is interrupted and the equipment level of normal operation is restored;",/device/scrubber/delay_stop_suction_manual_cleaning,"During manual operation, the machine is stationary and delayed to stop the suction time",,double,,,60,秒,
Cleaning equipment control,Remaining water treatment,Have been deprecated;,/strategy/clean_device_control/traveled_length_threshold,Distance of residual water treatment (AIO1.1 version is no longer used),,double,0.5,30,12,,
Cleaning configuration class,Vacuum cleaning configuration,,/device/scrubber/vacuum_fan_level_setting,吸尘 吸力,,string,,,"""40,50,60""",,
Cleaning configuration class,Vacuum cleaning configuration,,/device/scrubber/vacuum_power_rolling_brush_pressure_level_setting,Vacuum cleaning pressure (strong),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Vacuum cleaning configuration,,/device/scrubber/vacuum_rolling_brush_front_spin_level_setting,Vacuum roller brush speed,,string,,,"""60,80,100""",,
Cleaning configuration class,Vacuum cleaning configuration,,/device/scrubber/vacuum_side_brush_spin_level_setting,Vacuum side brush speed,,string,,,"""100,100,100""",,
Cleaning configuration class,Vacuum cleaning configuration,,/device/scrubber/vacuum_standard_rolling_brush_pressure_level_setting,Vacuum cleaning pressure (standard),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Vacuum cleaning configuration,,/device/scrubber/vacuum_super_rolling_brush_pressure_level_setting,Vacuum cleaning pressure (super strong),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Vacuum cleaning configuration,,/device/scrubber/wash_fan_level_setting,Cleaning Suction,,string,,,"""40,50,60""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/clean_power_rolling_brush_pressure_level_setting,清扫 清洁压力（强劲）,,string,1,60,"""55,55,55""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/wash_power_rolling_brush_pressure_level_setting,Cleaning Cleaning pressure (strong),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/wash_rolling_brush_front_spin_level_setting,清洗 前滚刷转速,,string,,,"""60,80,100""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/wash_side_brush_spin_level_setting,Cleaning Side brush speed,,string,,,"""80,80,80""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/wash_standard_rolling_brush_pressure_level_setting,Cleaning Cleaning Pressure (Standard),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/wash_super_rolling_brush_pressure_level_setting,Cleaning Cleaning Pressure (Super Strong),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/wash_water_level_setting,Cleaning water quantity,,string,,,"""11,14,19""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/clean_rolling_brush_front_spin_level_setting,Cleaning rolling brush speed,,string,,,"""60,80,100""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/clean_side_brush_spin_level_setting,Cleaning Side brush speed,,string,,,"""80,80,80""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/clean_standard_rolling_brush_pressure_level_setting,Cleaning Cleaning Pressure (Standard),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/clean_super_rolling_brush_pressure_level_setting,Cleaning Cleaning Pressure (Super Strong),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Cleaning and cleaning configuration,,/device/scrubber/dp_power_rolling_brush_pressure_level_setting,Dust push Cleaning pressure (strong),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Clean width adaptive,,/device/scrubber/brush_type,Brushing type,"0: Disc brush, 1: Roll brush",int,,,1,,
Cleaning configuration class,Clean width adaptive,,/device/scrubber/dust_push_type,Dust push type,"Dust push type 0: Normal dust push, 1: Rolling dust push",int,,,0,,
Cleaning configuration class,Clean width adaptive,,/device/scrubber/squeegee_type,Squeegee type,"Squeegee type 0: Soft glue squeegee, 1: Roller squeegee",int,,,0,,
Cleaning equipment control,Wheel printing function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/wzsd6s4bt4ghu0ty?singleDoc# ""AIO-1.1 S-width printing action is enabled""",/strategy/move_base/wheel_prints_clean,Turn on the wheel printing function,,bool,,,FALSE,,
Cleaning configuration class,Dust push cleaning configuration,,/device/scrubber/dp_standard_rolling_brush_pressure_level_setting,Dust push Cleaning pressure (standard),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Dust push cleaning configuration,,/device/scrubber/dp_super_rolling_brush_pressure_level_setting,Dust push Cleaning pressure (super strong),,string,1,60,"""55,55,55""",,
Cleaning configuration class,Dust push cleaning configuration,,/device/scrubber/dust_push_rolling_brush_front_spin_level_setting,Dust push roller brush speed,,string,,,"""60,80,100""",,
Cleaning configuration class,Dust push cleaning configuration,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/wiyzp7?singleDoc# ""Gaoxianzhidao supports S-line cleaning mode equipment level configuration""",/device/scrubber/dust_push_side_brush_spin_level_setting,Dust push side brush speed,,string,,,"""80,80,80""",,
Cleaning configuration class,,https://gaussian.yuque.com/od6ghz/no74yv/pq03ga2mw01patg5?singleDoc# 《AIO 残留水（垃圾）处理方案优化》,/device/scrubber/delay_lift_squeegee_with_water,Delayed stop-wash switch,"Water-existing task: trigger navigation during the task, stop spraying water first and trigger the residual water path planning. If the delayed stop washing switch is turned on, keep the squeegee and air suction working until the work site, navigation ladder point, and non-washing area. Disk dust brushing task: The navigation is triggered during the task. The following dust relief pushing switch is turned on, which will keep the dust relief pushing board lower until the work site, the stairs point, or before passing the prohibited washing area.",bool,,,FALSE,,
Cleaning configuration class,,,/strategy/console/cleaning_mode_switch,Clean mode switch,,bool,,,TRUE,,
Cleaning configuration class,,Have been deprecated,/strategy/console/non_stop_device,"It is not working at the moment. The device is constantly being connected between the two paths (Jiadong: This parameter cannot be controlled now, and it is directly controlled by the device)",,bool,,,FALSE,,
