﻿分类,功能,功能说明,参数名称,参数中文名称,参数释义,类型,"下
限","上
限","默认
值","参数
单位",备注
设备控制-滚刷电机,滚刷高度自适应,功能说明：https://gaussian.yuque.com/vhfwq2/ght2yy/upccut?,/device/scrubber/enable_rolling_brush_self_adaption,滚刷自适应开关,使能滚刷自适应,bool,,,TRUE,,
设备控制-滚刷电机,,,/device/scrubber/double_rolling_brush_type,双滚刷类型,"双滚刷类型 0: 双滚刷, 1: 滚刷 + 布刷",int,,,0,,
设备控制-滚刷电机,,,/device/scrubber/keep_rotating_brush_time,NUll,,double,,,10,,
设备控制-滚刷电机,,,/device/scrubber/read_rfid_time,读取RFID时间,,double,0,10,3,,
设备控制-滚刷电机,,,/device/scrubber/rolling_brush_after_spin_level_setting,后滚刷转速等级设置,后滚刷转速等级设置,string,,,"""60,80,100""",,
设备控制-滚刷电机,,,/device/scrubber/rolling_brush_front_spin_level_setting,前滚刷转速等级设置,前滚刷转速等级设置,string,,,"""60,80,100""",,
设备控制-滚刷电机,,,/device/scrubber/rolling_brush_motor_after,后滚刷转速值,,int,0,100,10,,
设备控制-滚刷电机,,,/device/scrubber/rolling_brush_motor_front,前滚刷转速值,,int,0,100,10,,
设备控制-滚刷电机,,,/device/scrubber/rolling_brush_pressure_level,NUll,,int,20,60,,,
设备控制-滚刷电机,,,/device/scrubber/rolling_brush_pressure_level_setting,滚刷压力等级设置,滚刷压力等级设置（电流值）,string,,,"""30,40,50""",,
设备控制-滚刷,滚刷在位检测,https://gaussian.yuque.com/od6ghz/no74yv/xgyzeu55lp2p56tb?singleDoc# 《S-滚刷在位检测》,/device/scrubber/crash_door_open_time,防撞门打开间隔时间,防撞门打开Ts后，再关闭防撞门，立即触发检测。,double,1,30,3,,
设备控制-尘推,使能滚动尘推,,/device/scrubber/enable_dust_push,尘推开关,使能尘推,bool,,,FALSE,,
设备控制-尘推,设备控制-尘推自洁,,/device/scrubber/dust_push_clean_max_idle_duration,尘推自洁空闲时间,尘推自洁空闲时间,double,0,86400,1200,,
设备控制-尘推,设备控制-尘推自洁,,/device/scrubber/dust_push_clean_max_work_duration,尘推自洁工作时间,尘推自洁工作时间,double,1,86400,60,,
设备控制-尘推,设备控制-尘推自洁,,/device/scrubber/dust_push_clean_spin_level_setting,尘推自洁旋转等级设置,尘推自洁旋转等级设置,string,,,"""20,60,100""",,
设备控制-边刷电机,边刷转速等级,,/device/scrubber/side_brush_spin_level_setting,边刷转速等级设置,边刷旋转等级设置,string,,,"""40,60,80""",,
设备检测,踏板在位检测,,/device/scrubber/enable_seat_switch,使能踏板检测功能,true:检测踏板抬起放下； false:检测踏板抬起放下；,bool,,,TRUE,,
设备检测,是否存在存水箱,,/device/scrubber/pure_water_tank,纯水箱在位,设备是否具有纯水箱,bool,,,TRUE,,
设备检测,设备自检功能,https://gaussian.yuque.com/od6ghz/no74yv/xgyzeu55lp2p56tb?singleDoc# 《S-滚刷在位检测》关闭：任务自检时，不会检测尘盒、HEPA等是否在位；打开：,/device/scrubber/enable_get_device_limits,设备自检功能开关,1. 调整原始负压数据检查部分，当负压值异常时，需要继续在吸尘任务模式下监测吸风电机转速的情况；2. 负压堵塞检测和吸风电机转速检测各自独立，在吸尘模式下两种数据都需要持续监测，异常时告警均需发布；3. 告警发布和清除部分： a. 感知主要维护10184和10185的告警，由checker根据高级参数 /device/scrubber/enable_fnl_influence_task 进行转换（默认false）（false表示H1告警，true表示H4告警） b. 告警清除也以10184和10185告警为准；,bool,,,TRUE,,
设备检测,设备状态检测,,/strategy/console/check_device_time,设备检测时间,原/strategy/console/check_device_time 拆分为三个：分别控制上位机 清水，污水，电量的过滤时间,int,0,3600,5,,
设备检测,设备状态检测,,/strategy/console/clean_water_empty_filter_time,清水箱水空过滤时间,清水箱达到0%且持续/clean_water_empty_filter_time后，报纸清水箱空；,int,0,3600,10,,
设备检测,设备状态检测,,/strategy/console/dirty_water_full_filter_time,污水箱水满过滤时间,污水箱达到100%且持续dirty_water_full_filter_time后，报纸清水箱空；,int,0,3600,10,,
设备检测,设备工作限制,功能说明：设备之间工作之间做了限制，例如：刷盘未放下，刷盘不转；,/device/scrubber/enable_device_limit,使能设备限制功能,设备限制开关,bool,,,TRUE,,
设备检测,边刷在位检测,,/device/scrubber/enable_detect_side_brush_installation,边刷在位检测功能开关,,bool,,,TRUE,,
扫图/定位/初步化,转圈初步化,,/strategy/console/initialize_with_circle,转圈初始化,,bool,,,TRUE,,
扫图/定位/初步化,隐藏选点定位功能,功能描述：https://gaussian.yuque.com/vhfwq2/zc0zl8/ky9rr0bvghbcku6p,/strategy/console/disable_select_point_init,隐藏选点定位 功能开关,,bool,,,FALSE,,
扫图/定位/初步化,隐藏选点定位功能,,/strategy/console/disable_select_point_init_new,隐藏选点定位 功能开关,,bool,,,FALSE,,
扫图/定位/初步化,探索建图功能,,/strategy/console/scan_map_task,高仙智导探索建图功能开关,true代表打开探索建图功能false代表关闭探索建图功能,bool,,,FALSE,,
扫图/定位/初步化,开机初步化,,/strategy/console/auto_initialize,开机后自动初始化,,bool,,,TRUE,,
扫图/定位/初步化,,,/gaussian_mapping_v5/LOCALIZATION/POSE_GRAPH/max_bnb_search_window_reduce_linear_rate,搜索窗口膨胀率,当定位状态比较好时，减小匹配的搜索范围，避免超市场景货架无匹配,double,,,,,
扫图/定位/初步化,,,/gaussian_mapping_v5/LOCALIZATION/POSE_GRAPH/multi_hypothesis_constraint_options/trajectory_candidate_options/evaluate_method,定位时多假设评估方法,定位时避免错误的定位跳动的评估方式,string,,,,,
扫图/定位/初步化,,,/gaussian_mapping_v5/LOCALIZATION/TRAJECTORY_BUILDER_2D/pure_localization_trimmer/save_submap_sline,地图自动更新功能开关,,bool,,,,,
扫图/定位/初步化,,,/gaussian_mapping_v5/MAPPING/POSE_GRAPH/constraint_builder/fast_correlative_scan_matcher/max_shortest_path_value,当前节点到submap的最短路径最大阈值,扫图时，与搜索已建地图范围的最大阈值,double,,,,,
扫图/定位/初步化,,,/gaussian_mapping_v5/MAPPING/POSE_GRAPH/multi_hypothesis_constraint_options/enable,扫图时是否开启多假设评估,超市场景需要再扫图时打开多假设，减少扫图时货架误匹配产生的错误定位跳动,bool,,,,,
扫图/定位/初步化,,,/strategy/localization/latent_obstacle/rgbd_topics/pointcloud1,NUll,,bool,,,,,
日清检测,日清检测,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/lua4l34bpoi20kvo?singleDoc# 《机器日清提醒》,/strategy/console/daily_clean_clear_warning_source,NUll,,int,0,2,0,,
日清检测,日清检测,,/strategy/console/daily_clean_L0,NUll,,int,1,7200,720,,
日清检测,日清检测,,/strategy/console/daily_clean_L2,NUll,,int,1,7200,1200,,
日清检测,日清检测,,/strategy/console/daily_clean_remind_level,NUll,,int,0,2,1,,
日清检测,日清检测,,/strategy/console/daily_clean_trigger_40_dust_pkg_cd,NUll,,int,1,100,10,,
日清检测,日清检测,,/strategy/console/daily_clean_trigger_40_hepa_cd,NUll,,int,1,100,10,,
日清检测,日清检测,,/strategy/console/daily_clean_trigger_maintain_cd,NUll,,int,1,100,30,,
日清检测,日清检测,,/strategy/console/daily_clean_trigger_s_dust_box_cd,NUll,,int,1,100,10,,
日清检测,日清检测,,/strategy/console/daily_clean_trigger_s_dust_pkg_cd,NUll,,int,1,100,10,,
日清检测,日清检测,,/strategy/console/daily_clean_trigger_s_rolling_brush_cd,NUll,,int,1,100,10,,
日清检测,日清检测,,/strategy/console/daily_clean_trigger_s_side_brush_cd,NUll,,int,1,100,10,,
日清检测,日清检测,,/strategy/console/daily_clean_trigger_s_water_tank_cd,NUll,,int,1,100,10,,
任务类,自动重启恢复任务,,/strategy/console/reboot/auto_recovery_duration,自动恢复任务超时的时长,,int,0,86400,,,
任务类,自动重启恢复任务,,/strategy/console/reboot/checker_reboot_enable,NUll,,bool,,,,,
任务类,自动重启恢复任务,,/strategy/console/reboot/checker_reboot_interval,自上次成功触发主动重启后，T时间内不再触发主动重启,,int,0,864000,,,
任务类,自动重启恢复任务,,/strategy/console/reboot/no_recovery_duration,自上次活着到下次启动时间相关超过T后，则不再恢复任务/导航,,int,0,86400,,,
任务类,自动重启恢复任务,,/strategy/console/reboot/no_recovery_interval,T间隔内连续异常重启，则不再恢复任务/导航,,int,0,86400,,,
任务类,休息结束自动恢复任务,,/strategy/console/auto_resume_task_sleep_mode_end,睡眠模式结束后自动恢复任务,,bool,,,FALSE,,
任务类,未清洁区域,,/strategy/console/auto_abandon_uncovered_area,任务完成后自动放弃未清洁区域,,bool,,,TRUE,,
任务类,未清洁区域,,/strategy/console/unfilled_path_switch,自动生成未清扫,,bool,,,TRUE,,
任务类,任务中锁屏时短距离手动移动,,/strategy/console/enable_short_distance_move,锁屏时短距离移动功能开关；,,bool,,,TRUE,,
任务类,任务中锁屏时短距离手动移动,,/strategy/console/short_distance_move_length,锁屏时短距离移动最大移动距离；,,int,1,15,5,,
任务类,任务结束自动发送任务报告,,/strategy/console/auto_send_task_report,任务结束后自动发送任务报告,,bool,,,TRUE,,
任务类,覆盖作业偏好类型,,/feature/software/enable_coverage_mode,覆盖作业偏好功能开关,,bool,,,TRUE,,
任务类,覆盖作业偏好类型,https://gaussian.yuque.com/crncal/zcbh0x/ig4t2yebrqw22k54?singleDoc#,/strategy/console/default_coverage_mode,覆盖作业偏好类型,standard 标准efficiency 最大效率coverage 最大覆盖面,string,,,"""standard""",,
任务类,查询当前清洁效率模,,/strategy/gs_parameter/last_cleaning_efficiency_mode,查询当前清洁效率模,记录上一次的模式，高级参数 /strategy/gs_parameter/last_cleaning_efficiency_mode，如果没有则使用standard,string,,,"""standard""",,
任务类,,,/strategy/console/enable_navigation_between_loop_tasks,循环任务间隔，是否开启导航去工作站（此功能暂未启用）,,int,,,0,,
任务类,,,/strategy/console/task_warning_complete_rate,任务警告完成率,,int,,,2,,
任务类,,,/strategy/console/task_warning_time_interval_1,任务警告时间间隔1(任务暂停，长时间无操作的报警),,int,,,1440,,
任务类,,,/strategy/console/task_warning_time_interval_2,任务警告时间间隔2（任务运行，长时间无操作报警）,,int,,,20,,
清洁设备控制,子任务内是否抬设备,打开：子任务之间保持上一个子任务的清洁模式；关闭：子任务之间停止清洁，上一个子任务终点会提前停洗；,/strategy/device_controller/is_on_device_during_tasks,子任务间导航设备开关,true: 子任务间导航开启设备,bool,,,FALSE,,
清洁设备控制,原地转弯增强吸风,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/yhhxa3?singleDoc# 《S线-增强吸风策略》,/device/scrubber/angle_for_enhance_fan_level,原地转弯时增强吸风角速度阈值,,double,,,0.05,,
清洁设备控制,原地转弯增强吸风,,/device/scrubber/fan_level_while_rotating,转弯时吸风增强,,int,,,80,,
清洁设备控制,原地转弯增强吸风,,/device/scrubber/linear_speed_for_enhance_fan_level,原地转弯增强吸风的线速度,,double,,,0.1,,
清洁设备控制,余水处理（手动）,,/device/scrubber/manual_process_water_distance,手动模式余水处理距离,,double,,,12,米,
清洁设备控制,余水处理（手动）,,/device/scrubber/manual_process_water_time,手动模式余水处理时间,,double,,,60,秒,
清洁设备控制,余水处理,上线版本：AIO1.3功能描述：机器人清洗模块作业时，因触发导航或者任务结束时，触发余水处理功能后，马上停水，然后再走process_remaining_water_distance实后再抬起吸水扒与停止吸风；,/device/scrubber/process_remaining_water_distance,正常有水任务完成余水处理的所需距离（AIO1.3-AIO1.4没有用了）,,double,0,100000,12,米,
清洁设备控制,优先导航收水,上线版本：AIO1.4描述描述：打开：优先导航收水；（导航到某点的的过程中收水）；关闭：优先区域收水；（任务结束后，在区域内再规划多余的路径进行收水）,/device/scrubber/enable_navi_priority_water_collection,优先导航收水开关,,bool,,,,,
清洁设备控制,延迟吸风（新）,"上线版本：未知下线版本：功能描述：机器人""清洗""模式作业停止时，延迟keep_suction_new再抬起吸水扒，再延迟keep_squeegee_suction_new停止吸风；应用场景：""余水处理功能结束后"","""","""","""",""""",/device/scrubber/keep_squeegee_suction_new,延迟抬吸水扒时间 T1 秒,,double,0,120,10,秒,
清洁设备控制,延迟吸风（新）,,/device/scrubber/keep_suction_new,延迟关吸风时间 T2 秒（T1秒后再加T2秒）,,double,0,120,5,秒,
清洁设备控制,延迟吸风（旧）,功能说明：当机器人手动作业结束后，机器人会延迟keep_squeegee_suction秒抬吸水扒，延迟keep_squeegee_suction+/keep_suction 关闭吸风；,/device/scrubber/keep_squeegee_suction,吸水扒抬升延迟时间,延时抬吸水扒时间，T1，单位：秒,double,0,120,10,秒,
清洁设备控制,延迟吸风（旧）,"上线版本：未知下线版本：功能描述：机器人""清洗""模式作业停止时，延迟keep_suction再抬起吸水扒，再延迟keep_squeegee_suction停止吸风；应用场景：""暂停或结束清洗任务时"",""结束手动作业 任务时""",/device/scrubber/keep_suction,吸风延迟关闭时间,延时关吸风附加时间，T2，单位：秒,double,0,120,5,秒,
清洁设备控制,延迟停洗,"上线版本：未知 下线版本：AIO1.5（被""余水处理"" 功能替代） 功能描述：机器人""清洗""模式作业时，因补给或告警触发导航至某点（维护点、充电点、工作站点）时，机器人会延迟post_stop_water_distance米停水，延迟post_uplift_brush_distance抬刷盘，延迟post_uplift_squeegee_distance抬吸水扒与停止吸风；",/strategy/device_controller/post_stop_water_distance,延迟停水距离,延迟停水距离,double,,,0,米,
清洁设备控制,延迟停洗,"上线版本：未知 下线版本：AIO1.5（被""余水处理"" 功能替代） 功能描述：机器人""清洗""模式作业时，因补给或告警触发导航至某点（维护点、充电点、工作站点）时，机器人会延迟post_stop_water_distance米停水，延迟post_uplift_brush_distance抬刷盘，延迟post_uplift_squeegee_distance抬吸水扒与停止吸风；",/strategy/device_controller/post_uplift_brush_distance,延迟抬刷盘的距离,延迟抬刷盘距离,double,,,1,米,
清洁设备控制,延迟停洗,"上线版本：未知 下线版本：AIO1.5（被""余水处理"" 功能替代） 功能描述：机器人""清洗""模式作业时，因补给或告警触发导航至某点（维护点、充电点、工作站点）时，机器人会延迟post_stop_water_distance米停水，延迟post_uplift_brush_distance抬刷盘，延迟post_uplift_squeegee_distance抬吸水扒与停止吸风；",/strategy/device_controller/post_uplift_squeegee_distance,延迟抬吸水扒距离,延迟抬吸水扒距离,double,,,10000,米,
清洁设备控制,提前停洗,"上线版本：未知下线版本：功能描述：机器人""清洗""模式作业时，因任务要结束或要经过禁洗区域（地毯区域，减速带区域等）时，会提前stop_water_distance米停水， 提前lift_brush_distance抬刷盘，提前lift_squeegee_distance米抬吸水扒与停止吸风；",/strategy/device_controller/is_fixed_water_distance,固定停水距离开关,true:使用固定停水距离(stop_water_distance),bool,,,TRUE,,
清洁设备控制,提前停洗,"上线版本：未知下线版本：功能描述：机器人""清洗""模式作业时，因任务要结束或要经过禁洗区域（地毯区域，减速带区域等）时，会提前stop_water_distance米停水， 提前lift_brush_distance抬刷盘，提前lift_squeegee_distance米抬吸水扒与停止吸风；",/strategy/device_controller/lift_brush_distance,提前抬刷盘距离,提前抬刷盘的距离,double,0.5,20,5,米,
清洁设备控制,提前停洗,"上线版本：未知下线版本：功能描述：机器人""清洗""模式作业时，因任务要结束或要经过禁洗区域（地毯区域，减速带区域等）时，会提前stop_water_distance米停水， 提前lift_brush_distance抬刷盘，提前lift_squeegee_distance米抬吸水扒与停止吸风；",/strategy/device_controller/lift_squeegee_distance,提前抬吸水扒的距离,提前抬吸水扒距离,double,,,0.3,米,
清洁设备控制,提前停洗,"上线版本：未知下线版本：功能描述：机器人""清洗""模式作业时，因任务要结束或要经过禁洗区域（地毯区域，减速带区域等）时，会提前stop_water_distance米停水， 提前lift_brush_distance抬刷盘，提前lift_squeegee_distance米抬吸水扒与停止吸风；",/strategy/device_controller/max_stop_water_distance,最大停水距离,最大停水距离,double,,,5,米,
清洁设备控制,提前停洗,"上线版本：未知下线版本：功能描述：机器人""清洗""模式作业时，因任务要结束或要经过禁洗区域（地毯区域，减速带区域等）时，会提前stop_water_distance米停水， 提前lift_brush_distance抬刷盘，提前lift_squeegee_distance米抬吸水扒与停止吸风；",/strategy/device_controller/min_stop_water_distance,最小停水距离,最小停水距离,double,,,2,米,
清洁设备控制,提前停洗,"上线版本：未知下线版本：功能描述：机器人""清洗""模式作业时，因任务要结束或要经过禁洗区域（地毯区域，减速带区域等）时，会提前stop_water_distance米停水， 提前lift_brush_distance抬刷盘，提前lift_squeegee_distance米抬吸水扒与停止吸风；",/strategy/device_controller/stop_water_distance,固定停水距离,固定停水距离,double,0.5,30,12,米,
清洁设备控制,设备延迟停止,○ 手动作业时，当机器人速度为0（线速度和角速度均为0）时，启动设备延迟停止流程；○ 当机器人处于延迟停止设备的流程中时，如果检测到机器人的 线速度大于0.1m/s（往前的速度）或者角速度绝对值大于0.2rad/s 时，中断延迟设备流程，恢复正常作业的设备等级；,/device/scrubber/delay_pasue_manual_cleaning_time1,手动作业中 机器静止延迟停设备时间1,,double,,,5,秒,
清洁设备控制,设备延迟停止,○ 手动作业时，当机器人速度为0（线速度和角速度均为0）时，启动设备延迟停止流程；○ 当机器人处于延迟停止设备的流程中时，如果检测到机器人的 线速度大于0.1m/s（往前的速度）或者角速度绝对值大于0.2rad/s 时，中断延迟设备流程，恢复正常作业的设备等级；,/device/scrubber/delay_pasue_manual_cleaning_time2,手动作业中 机器静止延迟停设备时间2,,double,,,3,秒,
清洁设备控制,设备延迟停止,○ 手动作业时，当机器人速度为0（线速度和角速度均为0）时，启动设备延迟停止流程；○ 当机器人处于延迟停止设备的流程中时，如果检测到机器人的 线速度大于0.1m/s（往前的速度）或者角速度绝对值大于0.2rad/s 时，中断延迟设备流程，恢复正常作业的设备等级；,/device/scrubber/delay_stop_suction_manual_cleaning,手动作业中 机器静止延迟停吸风时间,,double,,,60,秒,
清洁设备控制,余水处理,已经弃用；,/strategy/clean_device_control/traveled_length_threshold,余水处理距离（AIO1.1版本不再使用）,,double,0.5,30,12,,
清洁配置类,吸尘清洁配置,,/device/scrubber/vacuum_fan_level_setting,吸尘 吸力,,string,,,"""40,50,60""",,
清洁配置类,吸尘清洁配置,,/device/scrubber/vacuum_power_rolling_brush_pressure_level_setting,吸尘 清洁压力（强劲）,,string,1,60,"""55,55,55""",,
清洁配置类,吸尘清洁配置,,/device/scrubber/vacuum_rolling_brush_front_spin_level_setting,吸尘 滚刷转速,,string,,,"""60,80,100""",,
清洁配置类,吸尘清洁配置,,/device/scrubber/vacuum_side_brush_spin_level_setting,吸尘 边刷转速,,string,,,"""100,100,100""",,
清洁配置类,吸尘清洁配置,,/device/scrubber/vacuum_standard_rolling_brush_pressure_level_setting,吸尘 清洁压力（标准）,,string,1,60,"""55,55,55""",,
清洁配置类,吸尘清洁配置,,/device/scrubber/vacuum_super_rolling_brush_pressure_level_setting,吸尘 清洁压力（超强）,,string,1,60,"""55,55,55""",,
清洁配置类,吸尘清洁配置,,/device/scrubber/wash_fan_level_setting,清洗 吸力,,string,,,"""40,50,60""",,
清洁配置类,清洗清洁配置,,/device/scrubber/clean_power_rolling_brush_pressure_level_setting,清扫 清洁压力（强劲）,,string,1,60,"""55,55,55""",,
清洁配置类,清洗清洁配置,,/device/scrubber/wash_power_rolling_brush_pressure_level_setting,清洗 清洁压力（强劲）,,string,1,60,"""55,55,55""",,
清洁配置类,清洗清洁配置,,/device/scrubber/wash_rolling_brush_front_spin_level_setting,清洗 前滚刷转速,,string,,,"""60,80,100""",,
清洁配置类,清洗清洁配置,,/device/scrubber/wash_side_brush_spin_level_setting,清洗 边刷转速,,string,,,"""80,80,80""",,
清洁配置类,清洗清洁配置,,/device/scrubber/wash_standard_rolling_brush_pressure_level_setting,清洗 清洁压力（标准）,,string,1,60,"""55,55,55""",,
清洁配置类,清洗清洁配置,,/device/scrubber/wash_super_rolling_brush_pressure_level_setting,清洗 清洁压力（超强）,,string,1,60,"""55,55,55""",,
清洁配置类,清洗清洁配置,,/device/scrubber/wash_water_level_setting,清洗 水量,,string,,,"""11,14,19""",,
清洁配置类,清扫清洁配置,,/device/scrubber/clean_rolling_brush_front_spin_level_setting,清扫 滚刷转速,,string,,,"""60,80,100""",,
清洁配置类,清扫清洁配置,,/device/scrubber/clean_side_brush_spin_level_setting,清扫 边刷转速,,string,,,"""80,80,80""",,
清洁配置类,清扫清洁配置,,/device/scrubber/clean_standard_rolling_brush_pressure_level_setting,清扫 清洁压力（标准）,,string,1,60,"""55,55,55""",,
清洁配置类,清扫清洁配置,,/device/scrubber/clean_super_rolling_brush_pressure_level_setting,清扫 清洁压力（超强）,,string,1,60,"""55,55,55""",,
清洁配置类,清扫清洁配置,,/device/scrubber/dp_power_rolling_brush_pressure_level_setting,尘推 清洁压力（强劲）,,string,1,60,"""55,55,55""",,
清洁配置类,清洁宽度自适应,,/device/scrubber/brush_type,刷盘类型,"0: 盘刷, 1: 滚刷",int,,,1,,
清洁配置类,清洁宽度自适应,,/device/scrubber/dust_push_type,尘推类型,"尘推类型 0: 普通尘推, 1: 滚动尘推",int,,,0,,
清洁配置类,清洁宽度自适应,,/device/scrubber/squeegee_type,吸水扒类型,"吸水扒类型 0: 软胶吸水扒, 1: 滚轮吸水扒",int,,,0,,
清洁设备控制,轮印功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/wzsd6s4bt4ghu0ty?singleDoc# 《AIO-1.1 S线轮印动作开启》,/strategy/move_base/wheel_prints_clean,开启轮印功能,,bool,,,FALSE,,
清洁配置类,尘推清洁配置,,/device/scrubber/dp_standard_rolling_brush_pressure_level_setting,尘推 清洁压力（标准）,,string,1,60,"""55,55,55""",,
清洁配置类,尘推清洁配置,,/device/scrubber/dp_super_rolling_brush_pressure_level_setting,尘推 清洁压力（超强）,,string,1,60,"""55,55,55""",,
清洁配置类,尘推清洁配置,,/device/scrubber/dust_push_rolling_brush_front_spin_level_setting,尘推 滚刷转速,,string,,,"""60,80,100""",,
清洁配置类,尘推清洁配置,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/wiyzp7?singleDoc# 《高仙智导支持S线清洁模式的设备等级配置》,/device/scrubber/dust_push_side_brush_spin_level_setting,尘推 边刷转速,,string,,,"""80,80,80""",,
清洁配置类,,https://gaussian.yuque.com/od6ghz/no74yv/pq03ga2mw01patg5?singleDoc# 《AIO 残留水（垃圾）处理方案优化》,/device/scrubber/delay_lift_squeegee_with_water,延迟停洗开关,有水任务：任务中触发导航，先停喷水并触发余水路径规划，如延迟停洗开关打开，保持吸水扒与吸风工作，直到工作站点、导航乘梯点、禁洗区域前。盘刷尘推任务：任务中触发导航，如下放尘推板开关打开，会保持下放尘推板，直到工作站点、乘梯点，或者是过禁洗区域前。,bool,,,FALSE,,
清洁配置类,,,/strategy/console/cleaning_mode_switch,清洁模式开关,,bool,,,TRUE,,
清洁配置类,,已经弃用,/strategy/console/non_stop_device,目前不在起作用.两个路径之间不停设备(家东：现在这个参数控制不了，都是直接由device控制),,bool,,,FALSE,,
其它-软件升级,,,/device/scrubber/enable_mcu_debug,打开mcu调试,"0: off, 1: on",bool,,,FALSE,,
其它-调试,,,/device/scrubber/mcu_debug_channel,mcu调试频道,,int,0,255,0,,
其它,语音播报间隔,,/strategy/console/play_sound_interval,语音播报间隔,,double,0,500,30,,
其它,补光灯开关,,/strategy/compensate_light/compensate_flag,补光灯开关设置,3（11）：代表全开；0（00）：代表全关；1（01）：代表前补光灯打开，后补光灯关闭；2（10）：代表前补光灯关闭，后补光灯打开；,int,0,255,0,,
其它,保存故障数据,"对于会影响任务开始与导致任务暂停的报警,会自动将此段时间的日志跟包转移到/root/error_logs文件夹里面,文 件夹内部文件命名格式为报警代码跟时间, 保存时间为7天.(如果发现报警时间段内对应地址没有日志跟包,到/root/error_logs目录下去找)",/strategy/chassis/save_error_flag,故障数据保存功能开关,故障数据保存功能开关，如果关闭将不能记录触发H4以上的告警，或者mvp级别的告警的内容,bool,,,TRUE,,
其它,安全锁功能,功能说明：https://gaussian.yuque.com/vhfwq2/zc0zl8/pg1k63x1l8esyz7v,/strategy/iec/force_unleashed,NUll,为了保证CE-MD认证版机器在现场的流畅运行，aio1.2针对认证版机器的特殊自旋以及后退 做了改进1. 增加安全锁 开关 开关关闭时，会以最严格安全要求，对机器人的自旋后退进行限制 strategy/iec/force_unleasheda. 会以工艺方式导入生产，开关默认关闭，生产后试跑期间，需要将此开关打开，打包前，需要将此开关关闭；b. 客户现场现场开箱后，需要将此开关打开，会导入部署sop中,bool,,,TRUE,,
其它,安全锁功能,,/strategy/iec/PB63327,NUll,,bool,,,TRUE,,
对桩/充电/加排水,自动充电,,/strategy/console/auto_charge,自动充电,,bool,,,TRUE,,
对桩/充电/加排水,强制对桩功能,功能说明：如果未预约成功，等待30秒且有开启强制怼桩功能，SW通知PNC上桩；如果没有开启强制对桩，会一直在桩前等待预约,/feature/software/is_force_docking_enable,强制对桩功能,,bool,,,TRUE,,
对桩/充电/加排水,工作站属性,打开：机器人返回充电桩后进行充电；关闭：机器人返回充电桩后不进行充电；,/strategy/gs_work_station/workstation_charge_enable,使能工作站充电功能,,bool,,,TRUE,,
对桩/充电/加排水,工作站点能力,决定工作站点的能力配置为1：支持充电；不支持加水、排水配置为6：支持加水、排水，不支持充电 配置为7：支持充电、加水、排水,/strategy/gs_work_station/configed_robot_ability,机器人在工作站上的补给能力,1 充电；2 加水；4 排污,int,1,2147483647,7,,
对桩/充电/加排水,电池-充电,电量低于low_battery_with_charge%时，机器人返回补给点（维护点、充电点、工作站点）,/strategy/console/low_battery_with_charge,触发低电值,触发低电值,int,0,100,10,%,
对桩/充电/加排水,充电结束自动恢复任务,打开：充电完成后，若机器人有未完成的任务，会继续任务；关闭：充电完成后，若机器人有未完成的任务，机器人不会继续任务；,/strategy/console/resume_task_after_auto_charge,自动充电完成后恢复任务的开关,,bool,,,TRUE,,
对桩/充电/加排水,按需充电,电量高于max_battery_with_charge&时，机器人认为电量已经充满；功能说明：https://gaussian.yuque.com/od6ghz/no74yv/dh1lgp?singleDoc# 《按需充电》https://gaussian.yuque.com/od6ghz/no74yv/yhspkc?singleDoc# 《gs_workstation介绍》,/strategy/console/max_battery_with_charge,你电回充后至于要充电此电量值才能出桩,充电上限保护,int,0,100,97,%,
对桩/充电/加排水,,,/device/scrubber/charger_stable_time,充电状态检测滤波时间,,double,0,10,2,秒,
对桩/充电/加排水,,,/feature/software/ebable_workstation_abilities,工作站能力配置,,bool,,,FALSE,,
对桩/充电/加排水,,,/strategy/gs_work_station/auto_recovery_second,NUll,,int,120,1200,,,
对桩/充电/加排水,,,/strategy/gs_work_station/open_lora_check_warning,NUll,,bool,,,FALSE,,
对桩/充电/加排水,lora预约功能,,/strategy/gs_work_station/lora_connect_range,lora信号覆盖范围,对桩导航到小于配置的范围才进行预约,double,1,10000,5,,
对桩/充电/加排水,lora预约功能,机器人对桩前使用lora预约工作站，预约上后再进行对桩；,/strategy/gs_work_station/need_order,lora预约功能开关,充电点对桩是否需要预约lora,bool,,,FALSE,,
电池电源类,虚拟电量与真实电量,使用电池反馈的电量信息,/device/battery/use_real_electricity,使用真实电量,使用电池反馈的电池电量绿色:使用真实电量；灰色:不使用真实电量,bool,,,TRUE,,
电池电源类,虚拟电量与真实电量,根据检测到的电池电压来计算电池电量；,/device/battery/use_voltage_level,使用模拟电量,假电量(根据电压计算)绿色:使用模拟电量；灰色:不使用模拟电量,bool,,,FALSE,,
电池电源类,虚拟电量与真实电量,根据检测到的电池电压来计算电池电量；,/device/battery/voltage_level,模拟电量与电池电压对应关系,根据电池电压计算模拟电量。,string,,,"""23.0,23.3,23.6,23.9,24.2,24.5,24.8,25.1,25.4,25.7,26.0""",,
